week,mean_slope,lower_bound,upper_bound,analysis,time_season,pre_post,slope,lwr,upr
21,-0.35485200676971573,-1.7362112694722343,0.9738085467944505,space,NA,NA,-0.35485200676971573,-1.7362112694722343,0.9738085467944505
29,0.1558534851804144,-0.13970980152100673,0.34954926625243093,space,NA,NA,0.1558534851804144,-0.13970980152100673,0.34954926625243093
37,0.19432876588771186,0.004078244269136829,0.612929487305883,space,NA,NA,0.19432876588771186,0.004078244269136829,0.612929487305883
17,-0.03533301947922651,-0.1353298784826682,0.0219299894028005,space,NA,NA,-0.03533301947922651,-0.1353298784826682,0.0219299894028005
10,0.11474409739431507,0.024945579660270972,0.21168529638360264,space,NA,NA,0.11474409739431507,0.024945579660270972,0.21168529638360264
12,0.50297449593714,-0.40071499506245245,5.9069176689606175,space,NA,NA,0.50297449593714,-0.40071499506245245,5.9069176689606175
14,0.17824375313680169,-0.05954358863241739,0.6991647465412164,space,NA,NA,0.17824375313680169,-0.05954358863241739,0.6991647465412164
33,0.0277194336486807,-3.951732748445626,0.35874370845280334,space,NA,NA,0.0277194336486807,-3.951732748445626,0.35874370845280334
19,0.14545786462603552,-0.014158178575605883,0.312584200321803,space,NA,NA,0.14545786462603552,-0.014158178575605883,0.312584200321803
0,-0.2951079636107493,-1.4283516140564294,0.3820324774799954,"time, ind. tree",before leafout,before leafout,-0.2951079636107493,-1.4283516140564294,0.3820324774799954
0,0.014044513938530657,-0.16768381122788245,0.23723861008128286,"time, ind. tree",after leafout,after leafout,0.014044513938530657,-0.16768381122788245,0.23723861008128286
