week,mean_slope,lower_bound,upper_bound,analysis,time_season,pre_post,slope,lwr,upr
17,0.33763644722528763,-0.32519685354380573,1.181310232392636,space,NA,NA,0.33763644722528763,-0.32519685354380573,1.181310232392636
19,0.07011994923692651,-0.456923205869099,0.9218780995814423,space,NA,NA,0.07011994923692651,-0.456923205869099,0.9218780995814423
15,1.19169477283822,0.2072918679125052,2.3476436259527964,space,NA,NA,1.19169477283822,0.2072918679125052,2.3476436259527964
21,0.7994496064064129,0.11775095082326034,1.7205380972772444,space,NA,NA,0.7994496064064129,0.11775095082326034,1.7205380972772444
14,-0.029977916192453106,-0.9794955754286543,0.8977259546689839,space,NA,NA,-0.029977916192453106,-0.9794955754286543,0.8977259546689839
10,-0.21665763411839,-1.0946416866959674,0.7639291869956828,space,NA,NA,-0.21665763411839,-1.0946416866959674,0.7639291869956828
37,-0.34830018525939327,-4.300811749529028,2.5706427956176277,space,NA,NA,-0.34830018525939327,-4.300811749529028,2.5706427956176277
12,0.5004465398755793,-4.175178166540024,3.432746878945545,space,NA,NA,0.5004465398755793,-4.175178166540024,3.432746878945545
0,1.0453298571005663,-16.569275989606506,18.197890560420753,"time, ind. tree",before leafout,before leafout,1.0453298571005663,-16.569275989606506,18.197890560420753
0,-4.303748133450131,-8.944774044053068,-0.6038362604980502,"time, ind. tree",after leafout,after leafout,-4.303748133450131,-8.944774044053068,-0.6038362604980502
