week,mean_slope,lower_bound,upper_bound,analysis,time_season,pre_post,slope,lwr,upr
10,13.331870287870947,1.2452536407847241,25.74419567743786,space,NA,NA,13.331870287870947,1.2452536407847241,25.74419567743786
21,-2.9803142002455068,-73.81446392114887,12.566462775517595,space,NA,NA,-2.9803142002455068,-73.81446392114887,12.566462775517595
37,-0.8582446009878623,-3.1966263771480996,2.7431292446156545,space,NA,NA,-0.8582446009878623,-3.1966263771480996,2.7431292446156545
15,5.896046338884329,-11.895403540636227,30.479534537800607,space,NA,NA,5.896046338884329,-11.895403540636227,30.479534537800607
19,NA,NA,NA,space,NA,NA,NA,NA,NA
33,4.438009683253353,-1.0307593613063666,11.757999958198539,space,NA,NA,4.438009683253353,-1.0307593613063666,11.757999958198539
12,0.9294700650368521,-5.105379826395424,9.401981379546472,space,NA,NA,0.9294700650368521,-5.105379826395424,9.401981379546472
14,36.272890733944614,-104.70409803581012,369.5975068930432,space,NA,NA,36.272890733944614,-104.70409803581012,369.5975068930432
29,6.84265869999366,3.975213718680344,16.43829238792413,space,NA,NA,6.84265869999366,3.975213718680344,16.43829238792413
0,5.528357650389799,-7.920113354387139,16.180653520041762,"time, ind. tree",before leafout,before leafout,5.528357650389799,-7.920113354387139,16.180653520041762
0,-3.6686941129888013,-14.79744605064683,6.502050426935781,"time, ind. tree",after leafout,after leafout,-3.6686941129888013,-14.79744605064683,6.502050426935781
